Pipeline/Length,1,6,12,24
amazon/chronos-bolt-tiny,16.983184814453125,13.582309180506405,21.687582645613574,94.61945514173436
amazon/chronos-bolt-mini,21.53887939453125,13.813851234471624,20.29743868440442,87.90885684237577
amazon/chronos-bolt-small,23.05743408203125,13.602841172177332,16.27192990491545,87.73579025969185
amazon/chronos-bolt-base,22.0450439453125,14.487152482754544,23.172512916864644,98.75028964685583
